nickname,raw_value,raw_units,value,units,specifier,doi,record_method,,,experimental,state,
ICBNTrz3,0.04,(eV),[0.04],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2021.130988,AutoTableParser,,,1,CC1=CC=CC=C1,
ICBNTrz4,0.07,(eV),[0.07],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2021.130988,AutoTableParser,,,1,CC1=CC=CC=C1,
DTPTCzDP,0.14,(eV),[0.14],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2022.110430,AutoTableParser,,,1,CC1OCCC1,
DTPTCzDP-CN,0.03,(eV),[0.03],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2022.110430,AutoTableParser,,,1,CC1OCCC1,
DTPTCzDP-Py,0.08,(eV),[0.08],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2022.110430,AutoTableParser,,,1,CC1OCCC1,
DTPTCzDP,0.18,(eV),[0.18],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2022.110430,AutoTableParser,,,0,-,
DTPTCzDP-CN,0.1,(eV),[0.1],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2022.110430,AutoTableParser,,,0,-,
DTPTCzDP-Py,0.2,(eV),[0.2],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2022.110430,AutoTableParser,,,0,-,
DPS-2CzTE,0.33,eV,[0.33],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2025.113221,QuantityModelTemplateParser,,,0,-,
DPS-2Cz2TE,0.3,eV,[0.3],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2025.113221,QuantityModelTemplateParser,,,0,-,
DPS-2Cz2TE,0.27,eV,[0.27],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2025.113221,MultiQuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
DPS-2CzTE,0.28,eV,[0.28],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2025.113221,MultiQuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
DtBuCzB,0.13,(eV),[0.13],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2025.113226,AutoTableParser,,,1,CC1=CC=CC=C1,
DtBuCzB-p-tBuPh,0.04,(eV),[0.04],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2025.113226,AutoTableParser,,,1,CC1=CC=CC=C1,
BTD-PXZ-F,0.163,eV,[0.163],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2026.113558,MultiQuantityModelTemplateParser,,,0,-,
BTD-PXZ-Cz,0.016,eV,[0.016],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2026.113558,MultiQuantityModelTemplateParser,,,0,-,
tBuICzBN-Ph,0.26,(eV),[0.26],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2026.173453,AutoTableParser,,,1,CC1=CC=CC=C1,
tBuICzBN-CN,0.24,(eV),[0.24],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2026.173453,AutoTableParser,,,1,CC1=CC=CC=C1,
tBuICzBN-Q,0.23,(eV),[0.23],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2026.173453,AutoTableParser,,,1,CC1=CC=CC=C1,
tBuICzBN-DPPM,0.24,(eV),[0.24],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2026.173453,AutoTableParser,,,1,CC1=CC=CC=C1,
Ph-ICz-2DPT,0.16,eV,[0.16],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2025.113543,QuantityModelTemplateParser,,,1,CC1CCOC1,
ICz-2DPT,0.18,eV,[0.18],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2025.113543,QuantityModelTemplateParser,,,1,CC1CCOC1,
tICz-2DPT,0.18,eV,[0.18],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2025.113543,QuantityModelTemplateParser,,,1,CC1CCOC1,
PTCP,0.105,eV,[0.105],ElectronVolt^(1.0),ΔEST,10.1016/j.jphotochem.2025.116608,AutoTableParser,,,1,Film,
PTC-HDA,0.078,eV,[0.078],ElectronVolt^(1.0),ΔEST,10.1016/j.jphotochem.2025.116608,AutoTableParser,,,1,Film,
PTCP,0.03,eV,[0.03],ElectronVolt^(1.0),ΔEST,10.1016/j.jphotochem.2025.116608,MultiQuantityModelTemplateParser,,,0,-,
PTC-HDA,0.01,eV,[0.01],ElectronVolt^(1.0),ΔEST,10.1016/j.jphotochem.2025.116608,MultiQuantityModelTemplateParser,,,0,-,
eCzBCz,0.33,(eV),[0.33],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2025.112965,AutoTableParser,,,1,Film,
bCzBCz,0.33,(eV),[0.33],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2025.112965,AutoTableParser,,,1,Film,
PTZPDO,0.11,eV,[0.11],ElectronVolt^(1.0),ΔEST,10.1016/j.optmat.2025.117470,MultiQuantityModelTemplateParser,,,1,CCCCCC,
PSeZPDO,0.24,eV,[0.24],ElectronVolt^(1.0),ΔEST,10.1016/j.optmat.2025.117470,MultiQuantityModelTemplateParser,,,1,CCCCCC,
PTZPDO,0.11,eV,[0.11],ElectronVolt^(1.0),ΔEST,10.1016/j.optmat.2025.117470,QuantityModelTemplateParser,,,1,C1CCCCC1,
PSeZPDO,0.19,eV,[0.19],ElectronVolt^(1.0),ΔEST,10.1016/j.optmat.2025.117470,MultiQuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
PCP-tPh-DBNO,0.23,[eV],[0.23],ElectronVolt^(1.0),ΔESTf,10.1016/j.cej.2025.171750,AutoTableParser,,,1,CC1=CC=CC=C1,
PCP-tPh-DBNO,0.18,eV,[0.18],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2025.171750,QuantityModelTemplateParser,,,1,Film,
OBADC-BBPA,0.15,(eV),[0.15],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2025.168548,AutoTableParser,,,1,CC1=CC=CC=C1,
OBADC-BBPA,0.26,eV,[0.26],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2025.168548,QuantityModelTemplateParser,,,0,-,
BN-Per-20,0.146,eV,[0.146],ElectronVolt^(1.0),ΔEST,10.1016/j.jmgm.2025.109184,QuantityModelTemplateParser,,,0,-,
DTRZ-tBuCz,0.21,(eV),[0.21],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2025.169199,AutoTableParser,,,1,CC1=CC=CC=C1,
YCIT14,0.12,(eV),[0.12],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2025.113133,AutoTableParser,,,0,-,
YCIT15,0.13,(eV),[0.13],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2025.113133,AutoTableParser,,,0,-,
YCIT14,0.18,eV,[0.18],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2025.113133,MultiQuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
YCIT15,0.1,eV,[0.1],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2025.113133,MultiQuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
PSeZBN1,0.164,eV,[0.164],ElectronVolt^(1.0),ΔEST,10.1016/j.chempr.2024.01.018,QuantityModelTemplateParser,,,1,Film,
DtCzB-DPTRZ,0.065,eV,[0.065],ElectronVolt^(1.0),ΔEST,10.1016/j.chempr.2024.01.018,QuantityModelTemplateParser,,,1,Film,
CNTRZSEID,0.11,(eV),[0.11],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2025.112752,AutoTableParser,,,1,Film,
TRZSEID,0.26,eV,[0.26],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2025.112752,QuantityModelTemplateParser,,,1,Film,
DMAC-FO,0.14,eV,[0.14],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2019.06.007,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
SPAC-FO,0.13,eV,[0.13],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2019.06.008,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
CzPh4AQ,0.38,eV,[0.38],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2022.136219,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
CzPh3AQ,0.26,eV,[0.26],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2022.136219,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
CzPh2AQ,0.15,eV,[0.15],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2022.136219,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
CzPh4AQ,0.26,eV,[0.26],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2022.136219,QuantityModelTemplateParser,,,1,Film,neat
CzPh3AQ,0.18,eV,[0.18],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2022.136219,QuantityModelTemplateParser,,,1,Film,neat
CzPh2AQ,0.03,eV,[0.03],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2022.136219,QuantityModelTemplateParser,,,1,Film,neat
4CzDBN,0.01,eV,[0.01],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2019.105550,AutoTableParser,,,1,CC1=CC=CC=C1,
PO-T2T,0.032,eV,[0.032],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2019.06.001,QuantityModelTemplateParser,,,1,Film,
TDBA-SBA,0.01,eV,[0.01],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2021.133597,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
2TDBA-SBA,0.01,eV,[0.01],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2021.133598,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
CN-BP-TPA,0.19,eV,[0.19],ElectronVolt^(1.0),ΔEST,10.1016/j.mtener.2021.100819,AutoTableParser,,,1,CC1=CC=CC=C1,
CF3-BP-TPA,0.23,eV,[0.23],ElectronVolt^(1.0),ΔEST,10.1016/j.mtener.2021.100819,AutoTableParser,,,1,CC1=CC=CC=C1,
CF3-BP-TPA,0.43,eV,[0.43],ElectronVolt^(1.0),ΔEST,10.1016/j.mtener.2021.100819,MultiQuantityModelTemplateParser,,,0,-,
CN-BP-TPA,0.37,eV,[0.37],ElectronVolt^(1.0),ΔEST,10.1016/j.mtener.2021.100819,MultiQuantityModelTemplateParser,,,0,-,
ANQDC-MSTA,0.07,eV,[0.07],ElectronVolt^(1.0),ΔESTe,10.1016/j.cej.2020.126663,STSplitTableParser,,,1,CC1=CC=CC=C1,
ANQDC-PSTA,0.08,eV,[0.08],ElectronVolt^(1.0),ΔESTe,10.1016/j.cej.2020.126663,STSplitTableParser,,,1,CC1=CC=CC=C1,
BPCN-Cz2Ph,0.31,eV,[0.31],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2020.105660,AutoTableParser,,,1,CC1=CC=CC=C1,
BPCN-2Cz,0.22,eV,[0.22],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2020.105660,AutoTableParser,,,1,CC1=CC=CC=C1,
BPCN-3Cz,0.17,eV,[0.17],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2020.105660,AutoTableParser,,,1,CC1=CC=CC=C1,
AcCYP,0.2,eV,[0.2],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2019.107849,AutoTableParser,,,1,Film,
PxCYP,0.07,eV,[0.07],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2019.107849,AutoTableParser,,,1,Film,
AcCYP,0.01,eV,[0.01],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2019.107849,QuantityModelTemplateParser,,,0,-,
PxCYP,0.01,eV,[0.01],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2019.107849,QuantityModelTemplateParser,,,0,-,
3SpiroAc-TB,0.07,eV,[0.07],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2021.109157,AutoTableParser,,,1,CC1=CC=CC=C1,
3DPAc-TB,0.12,eV,[0.12],ElectronVolt^(1.0),ΔESTs,10.1016/j.dyepig.2021.109157,MultiQuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
TXSA,0.05,eV,[0.05],ElectronVolt^(1.0),ΔEST,10.1016/j.jiec.2019.06.003,AutoTableParser,,,1,Film,
TTSA,0.01,eV,[0.01],ElectronVolt^(1.0),ΔEST,10.1016/j.jiec.2019.06.003,AutoTableParser,,,1,Film,
PTZ-2PTO,0.27,eV,[0.27],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2019.107636,AutoTableParser,,,1,Film,neat
PTZ-AD,0.1,eV,[0.1],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2019.107636,AutoTableParser,,,1,Film,neat
PTZ-2PTOE,0.01,eV,[0.01],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2019.107636,QuantityModelTemplateParser,,,0,-,
PTZ-2PTOA,0.224,eV,[0.224],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2019.107636,QuantityModelTemplateParser,,,0,-,
PTZ-ADA,0.365,eV,[0.365],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2019.107636,QuantityModelTemplateParser,,,0,-,
PTZ-ADE,0.005,eV,[0.005],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2019.107636,MultiQuantityModelTemplateParser,,,0,-,
DCzIPN,0.205,eV,[0.205],(10^-3.0) * ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2021.128574,QuantityModelTemplateParser,,,0,-,
DMeCzIPN,0.133,eV,[0.133],(10^-3.0) * ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2021.128574,QuantityModelTemplateParser,,,0,-,
DMeCzIPN,0.7,eV,[0.7],(10^-3.0) * ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2021.128574,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
DCzIPN,0.19,eV,[0.19],(10^-3.0) * ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2021.128574,QuantityModelTemplateParser,,,1,CC1=CC=CC=C2,
DPS-PXZ,0.3,eV,[0.3],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2020.108259,AutoTableParser,,,1,C1CCCO1,
DPS-PXT,0.5,eV,[0.5],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2020.108259,AutoTableParser,,,1,C1CCCO2,
DPS-XA,1.01,eV,[1.01],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2020.108259,AutoTableParser,,,1,C1CCCO3,
DTS-PXZ,0.38,eV,[0.38],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2020.108259,AutoTableParser,,,1,C1CCCO4,
DTS-PXT,0.5,eV,[0.5],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2020.108259,AutoTableParser,,,1,C1CCCO5,
DTS-XA,1.03,eV,[1.03],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2020.108259,AutoTableParser,,,1,C1CCCO6,
DMACpBA,0.01,eV,[0.01],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2021.109224,AutoTableParser,,,1,CC1=CC=CC=C1,
DPACpBA,0.02,eV,[0.02],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2021.109224,AutoTableParser,,,1,CC1=CC=CC=C1,
DMACpB,0.19,eV,[0.19],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2021.109224,AutoTableParser,,,1,CC1=CC=CC=C1,
DPACpB,0.22,eV,[0.22],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2021.109224,AutoTableParser,,,1,CC1=CC=CC=C1,
DMACpBA,0.025,eV,[0.025],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2021.109224,AutoTableParser,,,1,Film,
DPACpBA,0.04,eV,[0.04],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2021.109224,AutoTableParser,,,1,Film,
DMACpB,0.11,eV,[0.11],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2021.109224,AutoTableParser,,,1,Film,
DPACpB,0.108,eV,[0.108],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2021.109224,AutoTableParser,,,1,Film,
CPT,0.05,eV,[0.05],ElectronVolt^(1.0),ΔEST,10.1016/j.mtener.2021.100705,STSplitTableParser,,,1,CC1=CC=CC=C1,
BrCPT,0.04,eV,[0.04],ElectronVolt^(1.0),ΔEST,10.1016/j.mtener.2021.100705,STSplitTableParser,,,1,CC1=CC=CC=C2,
2BrCPT,0.04,eV,[0.04],ElectronVolt^(1.0),ΔEST,10.1016/j.mtener.2021.100705,STSplitTableParser,,,1,CC1=CC=CC=C3,
AQTC-DTPA,0.18,eV,[0.18],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2021.132744,QuantityModelTemplateParser,,,1,CC1=CC=CC=C4,
AQTC-DTPA,0.27,eV,[0.039],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2021.132744,QuantityModelTemplateParser,,,0,-,
FTAT-FBO,0.05,eV,[0.05],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2022.137372,MultiQuantityModelTemplateParser,,,0,-,
FTAT-HBO,0.09,eV,[0.09],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2022.137372,MultiQuantityModelTemplateParser,,,0,-,
FTAT-MBO,0.1,eV,[0.1],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2022.137372,MultiQuantityModelTemplateParser,,,0,-,
FTAT-FBO,0.09,eV,[0.09],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2022.137370,QuantityModelTemplateParser,,,1,CC1=CC=CC=C4,
FTAT-HBO,0.22,eV,[0.22],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2022.137371,QuantityModelTemplateParser,,,1,CC1=CC=CC=C4,
FTAT-MBO,0.24,eV,[0.24],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2022.137372,QuantityModelTemplateParser,,,1,CC1=CC=CC=C4,
FTAT-FBO,0.04,eV,[0.04],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2022.137370,QuantityModelTemplateParser,,,1,Film,
FTAT-HBO,0.11,eV,[0.11],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2022.137371,QuantityModelTemplateParser,,,1,Film,
FTAT-MBO,0.16,eV,[0.16],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2022.137372,QuantityModelTemplateParser,,,1,Film,
NyDPAc,0.004,eV,[0.004],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2019.105600,AutoTableParser,,,0,-,
NyDPAc,0.3,eV,[0.3],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2019.105600,QuantityModelTemplateParser,,,1,CC1=CC=CC=C4,
NyDPAc,0.29,eV,[0.29],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2019.105600,QuantityModelTemplateParser,,,1,Film,
PhAI-Cz,0.21,(eV),[0.21],ElectronVolt^(1.0),∆EST,10.1016/j.cej.2025.172093,AutoTableParser,,,1,Film,
PhAI-Oz,0.05,(eV),[0.05],ElectronVolt^(1.0),∆EST,10.1016/j.cej.2025.172093,AutoTableParser,,,1,Film,
PhAI-Tz,0.17,(eV),[0.17],ElectronVolt^(1.0),∆EST,10.1016/j.cej.2025.172093,AutoTableParser,,,1,Film,
PhAI-Ad,0.09,eV,[0.09],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2025.172093,QuantityModelTemplateParser,,,1,Film,
PhAI-Cz,0.171,eV,[0.171],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2025.172093,QuantityModelTemplateParser,,,0,-,
PhAI-Oz,0.001,eV,[0.001],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2025.172093,QuantityModelTemplateParser,,,0,-,
PhAI-Tz,0.091,eV,[0.091],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2025.172093,QuantityModelTemplateParser,,,0,-,
PhAI-Ad,0.004,eV,[0.004],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2025.172093,QuantityModelTemplateParser,,,0,-,
QD-TPA,0.21,eV,[0.21],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2026.174414,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
QD-CP,0.29,eV,[0.29],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2026.174414,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
QD-CP,0.198,eV,[0.198],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2026.174414,MultiQuantityModelTemplateParser,,,0,-,
QD-TPA,0.178,eV,[0.178],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2026.174414,MultiQuantityModelTemplateParser,,,0,-,
pBCz,0.46,(eV),[0.46],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2025.113447,AutoTableParser,,,1,CC1=CC=CC=C1,
oBCz-Qz,0.43,eV,[0.43],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2025.113447,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
pBCz,0.31,eV,[0.31],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2025.113447,QuantityModelTemplateParser,,,0,-,
oBCz-Qz,0.31,eV,[0.31],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2025.113447,QuantityModelTemplateParser,,,0,-,
Cz-Trz-CN,0.08,(eV),[0.08],ElectronVolt^(1.0),ΔEST,10.1016/j.tet.2025.135109,AutoTableParser,,,1,Film,
Cz-Trz-CN,0.0714,eV,[0.0714],ElectronVolt^(1.0),ΔEst,10.1016/j.tet.2025.135109,QuantityModelTemplateParser,,,0,-,
2NSO-DMAC,0.04,[eV],[0.04],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2025.113407,AutoTableParser,,,1,CC1=CC=CC=C1,
2NSO-DMAC,0.005,eV,[0.005],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2025.113407,QuantityModelTemplateParser,,,0,-,
Cy3-TrzCz,0.15,(eV),[0.15],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2025.113481,AutoTableParser,,,0,-,
Cy6-TrzCz,0.18,(eV),[0.18],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2025.113481,AutoTableParser,,,0,-,
Cy10-TrzCz,0.19,(eV),[0.19],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2025.113481,AutoTableParser,,,0,-,
Cy3-TrzCz,0.16,eV,[0.16],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2025.113481,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
Cy6-TrzCz,0.18,eV,[0.18],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2025.113481,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
Cy10-TrzCz,0.21,eV,[0.21],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2025.113481,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
(rac)-ImTCBN,0.05,eV,[0.05],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2025.113378,QuantityModelTemplateParser,,,1,Film,neat
(rac)-ImTCBN,0.08,eV,[0.08],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2025.113378,QuantityModelTemplateParser,,,0,-,
F-XT-TPA-BP,0.03,[eV],[0.03],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2025.172436,STSplitTableParser,,,1,Film,
CF3-XT-TPA-BP,0.03,[eV],[0.03],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2025.172436,STSplitTableParser,,,1,Film,
XT-TPA-BP,0.03,[eV],[0.03],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2025.172436,AutoTableParser,,,1,Film,
F-XT-TPA-BP,0.13,[eV],[0.13],ElectronVolt^(1.0),,10.1016/j.cej.2025.172436,AutoTableParser,,,0,-,
CF3-XT-TPA-BP,0.08,[eV],[0.08],ElectronVolt^(1.0),,10.1016/j.cej.2025.172436,AutoTableParser,,,0,-,
XT-TPA-BP,0.07,[eV],[0.07],ElectronVolt^(1.0),,10.1016/j.cej.2025.172436,AutoTableParser,,,0,-,
Trz-S-Cz,0.25,(eV),[0.25],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2025.113408,AutoTableParser,,,1,Film,
Trz-S-tBuCz,0.25,(eV),[0.25],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2025.113408,AutoTableParser,,,1,Film,
Trz-SO2-Cz,0.08,(eV),[0.08],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2025.113408,AutoTableParser,,,1,Film,
Trz-SO2-tBuCz,0.03,(eV),[0.03],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2025.113408,AutoTableParser,,,1,Film,
QAO-PhIDA,0.2,[eV],[0.2],ElectronVolt^(1.0),∆ESTg,10.1016/j.saa.2025.126728,AutoTableParser,,,1,Film,
DNAI-pPh,0.01,[eV],[0.01],ElectronVolt^(1.0),,10.1016/j.dyepig.2025.113469,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
DANI-mPh,0.04,[eV],[0.04],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2025.113469,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
TNAI-mPh,0.07,[eV],[0.07],ElectronVolt^(1.0),,10.1016/j.dyepig.2025.113469,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
DNAI-pPh,0.0071,eV,[0.0071],ElectronVolt^(1.0),,10.1016/j.dyepig.2025.113469,QuantityModelTemplateParser,,,0,-,
DANI-mPh,0.0077,eV,[0.0077],ElectronVolt^(1.0),,10.1016/j.dyepig.2025.113469,QuantityModelTemplateParser,,,0,-,
TNAI-mPh,0.0077,eV,[0.0077],ElectronVolt^(1.0),,10.1016/j.dyepig.2025.113469,QuantityModelTemplateParser,,,0,-,
2-(4-(10H-phenothiazin-10-yl)phenyl)quinoxaline-6-carbonitrile,0.02,eV,[0.02],ElectronVolt^(1.0),ΔEST,10.1016/j.optmat.2026.117857,QuantityModelTemplateParser,,,1,C1CCCO1,
2-(4-(10H-phenoxazin-10-yl)phenyl)quinoxaline-6-carbonitrile,0.04,eV,[0.04],ElectronVolt^(1.0),ΔEST,10.1016/j.optmat.2026.117857,QuantityModelTemplateParser,,,1,C1CCCO1,
"2-(4-(2,7-di-tert-butyl-9,9-dimethylacridin-10(9H)-yl)phenyl)quinoxaline-6-carbonitrile",0.02,eV,[0.02],ElectronVolt^(1.0),ΔEST,10.1016/j.optmat.2026.117857,QuantityModelTemplateParser,,,1,C1CCCO1,
"2-(4-(3,6-di-tert-butyl-9H-carbazol-9-yl)phenyl)quinoxaline-6-carbonitrile",0.33,eV,[0.33],ElectronVolt^(1.0),ΔEST,10.1016/j.optmat.2026.117857,QuantityModelTemplateParser,,,1,C1CCCO1,
2-(4-(10H-phenothiazin-10-yl)phenyl)quinoxaline-6-carbonitrile,0.0037,eV,[0.0037],ElectronVolt^(1.0),ΔEST,10.1016/j.optmat.2026.117857,QuantityModelTemplateParser,,,0,-,
2-(4-(10H-phenoxazin-10-yl)phenyl)quinoxaline-6-carbonitrile,0.0025,eV,[0.0025],ElectronVolt^(1.0),ΔEST,10.1016/j.optmat.2026.117857,QuantityModelTemplateParser,,,0,-,
"2-(4-(2,7-di-tert-butyl-9,9-dimethylacridin-10(9H)-yl)phenyl)quinoxaline-6-carbonitrile",0.0035,eV,[0.0035],ElectronVolt^(1.0),ΔEST,10.1016/j.optmat.2026.117857,QuantityModelTemplateParser,,,0,-,
