nickname,raw_value,raw_units,value,units,specifier,doi,record_method,,,experimental,state,
BCC-36:PO-T2T,0.04,eV,[0.04],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2022.134879,QuantityModelTemplateParser,,,1,Film,
"2,7-DtBuCZ-AD",0.38,[eV],[0.38],ElectronVolt^(1.0),ΔEST,10.1016/j.mtchem.2021.100645,AutoTableParser,,,1,CC1CCCO1,
"3,6-DtBuCZ-AD",0.3,[eV],[0.3],ElectronVolt^(1.0),ΔEST,10.1016/j.mtchem.2021.100645,AutoTableParser,,,1,CC1CCCO1,
"3,6-DMAC-AD",0,[eV],[0.0],ElectronVolt^(1.0),ΔEST,10.1016/j.mtchem.2021.100645,AutoTableParser,,,1,CC1CCCO1,
"3,6-DMAC-AD-CF3",0,[eV],[0.0],ElectronVolt^(1.0),ΔEST,10.1016/j.mtchem.2021.100645,AutoTableParser,,,1,CC1CCCO1,
D1-tBu,0.51,(eV),[0.51],ElectronVolt^(1.0),ΔESTi,10.1016/j.cej.2022.137517,AutoTableParser,,,1,CC1=CC=CC=C1,
D1-Obu,0.34,(eV),[0.34],ElectronVolt^(1.0),ΔESTi,10.1016/j.cej.2022.137517,AutoTableParser,,,1,CC1=CC=CC=C1,
D2-Obu,0.3,(eV),[0.3],ElectronVolt^(1.0),ΔESTi,10.1016/j.cej.2022.137517,AutoTableParser,,,1,CC1=CC=CC=C1,
3TPAFM,0.16,[eV],[0.16],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2022.106645,STSplitTableParser,,,1,CC1=CC=CC=C1,
36DTPAFM,0.12,[eV],[0.12],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2022.106645,STSplitTableParser,,,1,CC1=CC=CC=C1,
3TPAF,0.54,[eV],[0.54],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2022.106645,STSplitTableParser,,,1,CC1=CC=CC=C1,
36DTPAF,0.45,[eV],[0.45],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2022.106645,STSplitTableParser,,,1,CC1=CC=CC=C1,
pDPAPQ-PXZ,0.06,[eV],[0.06],ElectronVolt^(1.0),ΔESTd,10.1016/j.cej.2022.135775,STSplitTableParser,,,1,CC1=CC=CC=C1,
pDPBPZ-PXZ,0.06,[eV],[0.06],ElectronVolt^(1.0),ΔESTd,10.1016/j.cej.2022.135775,STSplitTableParser,,,1,CC1=CC=CC=C1,
DVCz-2CzCN,0.14,[eV],[0.14],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2022.106442,AutoTableParser,,,1,CC1=CC=CC=C1,
DVCz-2CzCN,0.16,eV,[0.16],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2022.106442,QuantityModelTemplateParser,,,0,-,
DVCz-2CzCN,0.23,eV,[0.23],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2022.106442,QuantityModelTemplateParser,,,1,Film,
?-DABNA,0.02,eV,[0.02],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2021.134381,QuantityModelTemplateParser,,,1,Film,
m-?-DABNA,0.07,eV,[0.07],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2021.134381,MultiQuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
4F-?-DABNA,0.05,eV,[0.05],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2021.134381,MultiQuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
4F-m-?-DABNA,0.07,eV,[0.07],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2021.134381,MultiQuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
SFO-SPAC,0.05,[eV],[0.05],ElectronVolt^(1.0),ΔESTd,10.1016/j.cej.2022.135234,AutoTableParser,,,1,CC1=CC=CC=C1,
SFO-DMAC,0.09,[eV],[0.09],ElectronVolt^(1.0),ΔESTd,10.1016/j.cej.2022.135234,AutoTableParser,,,1,CC1=CC=CC=C1,
SFO-DMAC,0.091,eV,[0.091],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2022.135234,MultiQuantityModelTemplateParser,,,0,-,
SFO-SPAC,0.073,eV,[0.073],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2022.135234,MultiQuantityModelTemplateParser,,,0,-,
SFO-DMAC,0.09,eV,[0.09],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2022.135234,MultiQuantityModelTemplateParser,,,1,Film,
SFO-SPAC,0.05,eV,[0.05],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2022.135234,MultiQuantityModelTemplateParser,,,1,Film,
5PCzCN,0.01,[eV],[0.01],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2021.106415,STSplitTableParser,,,1,Film,
"2,3,4,5,6-pentakis(3,6-dimethyl-9H-carbazol-9-yl)benzonitrile",0.01,[eV],[0.01],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2021.106415,AutoTableParser,,,1,Film,
2DN,0.07,[eV],[0.07],ElectronVolt^(1.0),ΔEST,10.1016/j.jlumin.2021.118683,AutoTableParser,,,1,Film,
2PN,0.01,[eV],[0.01],ElectronVolt^(1.0),ΔEST,10.1016/j.jlumin.2021.118683,AutoTableParser,,,1,Film,
2DN,0.07,eV,[0.07],ElectronVolt^(1.0),ΔEST,10.1016/j.jlumin.2021.118683,QuantityModelTemplateParser,,,0,-,
2PN,0.01,eV,[0.01],ElectronVolt^(1.0),ΔEST,10.1016/j.jlumin.2021.118683,QuantityModelTemplateParser,,,0,-,
TBQ-DPXZ,0.07,(eV),[0.07],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2022.134868,STSplitTableParser,,,1,Film,
TBP-DPXZ,0.03,(eV),[0.03],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2022.134868,STSplitTableParser,,,1,Film,
TBP-DPXZ,0.06,eV,[0.06],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2022.134868,MultiQuantityModelTemplateParser,,,0,-,
TBQ-DPXZ,0.01,eV,[0.01],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2022.134868,MultiQuantityModelTemplateParser,,,0,-,
SIR-A,0.016,(eV),[0.016],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2022.135222,AutoTableParser,,,0,-,
SIR-B,0.014,(eV),[0.014],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2022.135222,AutoTableParser,,,0,-,
SIR-C,0.015,(eV),[0.015],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2022.135222,AutoTableParser,,,0,-,
4Cz-mCP-PxzTrz,0.05,eV,[0.05],ElectronVolt^(1.0),ΔEST,10.1016/j.polymer.2021.124468,MultiQuantityModelTemplateParser,,,0,-,
PxzTrz,0.05,eV,[0.05],ElectronVolt^(1.0),ΔEST,10.1016/j.polymer.2021.124468,QuantityModelTemplateParser,,,0,-,
DVCz-3CzCN,0.16,eV,[0.16],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2021.109967,MultiQuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
DV-3CzCN,0.23,eV,[0.23],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2021.109967,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
TA,0.15,eV,[0.15],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2021.131691,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
TS-2,0.21,eV,[0.315],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2021.131691,MultiQuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
TS-1,0.22,eV,[0.29],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2021.131691,MultiQuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
T-DMAC-PPyM,0.12,(eV),[0.12],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2021.131186,AutoTableParser,,,1,CC1=CC=CC=C1,
P-DMAC-BPyM,0,(eV),[0.0],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2021.131186,AutoTableParser,,,1,CC1=CC=CC=C1,
P-DMAC-BPyM,0.003,eV,[0.003],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2021.131186,MultiQuantityModelTemplateParser,,,0,-,
T-DMAC-PPyM,0.01,eV,[0.01],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2021.131186,MultiQuantityModelTemplateParser,,,0,-,
CBZANQ,0.36,(eV),[0.36],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2021.109873,AutoTableParser,,,0,-,
PXZANQ,0.1,(eV),[0.1],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2021.109873,AutoTableParser,,,0,-,
CBZANQ,0.05,(eV),[0.05],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2021.109873,AutoTableParser,,,1,Film,
PXZANQ,0.03,(eV),[0.03],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2021.109873,AutoTableParser,,,1,Film,
"10-(4-((3,5-di(9H-carbazol-9-yl)phenyl)sulfonyl)phenyl)-9,9-dimethyl-9, 10-dihydroacridine",0.07,(eV),[0.07],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2021.106411,AutoTableParser,,,1,Solid,
4PCz-DPS,0.2,eV,[0.2],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2021.109573,QuantityModelTemplateParser,,,0,-,
Cbz-PYR,0.65,eV,[0.65],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2020.105723,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
tCbz-mPYRs,0.32,eV,[0.32],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2020.105723,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
tCbz-mPYRs,0.29,eV,[0.29],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2020.105723,QuantityModelTemplateParser,,,1,Film,
DCZ-TTR,0.01,eV,[0.01],ElectronVolt^(1.0),ΔEST,10.1016/j.saa.2019.117564,QuantityModelTemplateParser,,,0,-,
DCZ-TTR,0.03,eV,[0.03],ElectronVolt^(1.0),ΔEST,10.1016/j.saa.2019.117564,QuantityModelTemplateParser,,,1,Film,
DMAC-TRZ,0.045,eV,[0.045],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2019.105610,AutoTableParser,,,1,CC1=CC=CC=C1,
CzAC-TRZ,0.023,eV,[0.023],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2019.105610,AutoTableParser,,,1,CC1=CC=CC=C1,
DFAC-TRZ,0.019,eV,[0.019],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2019.105610,AutoTableParser,,,1,CC1=CC=CC=C1,
PyB-DMAC,0.05,[eV],[0.05],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2019.108179,STSplitTableParser,,,1,CC1=CC=CC=C1,
PyB-DPAC,0.07,[eV],[0.07],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2019.108179,STSplitTableParser,,,1,CC1=CC=CC=C1,
9CzFDBFSPO,0.12,eV,[0.12],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2019.122485,AutoTableParser,,,1,[H]C(Cl)(Cl)[H],
9CzFDBFDPO,0.15,eV,[0.15],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2019.122485,AutoTableParser,,,1,[H]C(Cl)(Cl)[H],
9PhCzFDBFSPO,0.69,eV,[0.69],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2019.122485,AutoTableParser,,,1,[H]C(Cl)(Cl)[H],
9PhCzFDBFDPO,0.63,eV,[0.63],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2019.122485,AutoTableParser,,,1,[H]C(Cl)(Cl)[H],
9CzFDBFSPO,0.8,eV,[0.8],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2019.122485,AutoTableParser,,,0,-,
9CzFDBFDPO,0.68,eV,[0.68],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2019.122485,AutoTableParser,,,0,-,
9PhCzFDBFSPO,0.71,eV,[0.71],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2019.122485,AutoTableParser,,,0,-,
9PhCzFDBFDPO,0.7,eV,[0.7],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2019.122485,AutoTableParser,,,0,-,
"10,10'-(sulfonylbis(4,1-phenylene))bis(2,7-di-tert-butyl-9,9-dimethyl-9,10-dihydroacridine)",0.01,eV,[0.01],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2020.105731,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
"10,10'-(sulfonylbis(3,1-phenylene))bis(2,7-di-tert-butyl-9,9-dimethyl-9,10-dihydroacridine)",0.02,eV,[0.02],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2020.105732,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
"2-(2-(tert-butyl)-7-isopropyl-9,9-dimethylacridin-10(9H)-yl)-8-(2,7-di-tert-butyl-9,9-dimethylacridin-10(9H)-yl)dibenzo[b,d]thiophene 5,5-dioxide",0.02,eV,[0.02],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2020.105733,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
PCzBPH-10,0.03,eV,[0.03],ElectronVolt^(1.0),ΔEST,10.1016/j.nanoen.2020.104800,AutoTableParser,,,1,Film,neat
PCzBPF-10,0.01,eV,[0.01],ElectronVolt^(1.0),ΔEST,10.1016/j.nanoen.2020.104800,AutoTableParser,,,1,Film,neat
PCzBPCl-10,0.01,eV,[0.01],ElectronVolt^(1.0),ΔEST,10.1016/j.nanoen.2020.104800,AutoTableParser,,,1,Film,neat
"2-phenyl-4-(4-(5-phenylindolo[3,2-a]carbazol-12(5H)-yl)phenyl)benzo[4,5]thieno[3,2-d]pyrimidine",0.165,[eV],[0.165],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2019.105399,AutoTableParser,,,1,CC1=CC=CC=C1,
"2-phenyl-4-(4-(5-phenylindolo[3,2-a]carbazol-12(5H)-yl)phenyl)benzo[4,5]thieno[3,2-d]pyrimidine",0.152,[eV],[0.152],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2019.105399,AutoTableParser,,,1,CC1=CC=CC=C1,
"12-(4-(4,6-diphenyl-1,3,5-triazin-2-yl)phenyl)-5-phenyl-5,12-dihydroindolo[3,2-a]carbazole",0.03,[eV],[0.03],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2019.105399,AutoTableParser,,,1,CC1=CC=CC=C1,
"9-(9H-carbazol-9-yl)-12-(4-(4,6-diphenyl-1,3,5-triazin-2-yl)phenyl)-5-phenyl-5,12-dihydroindolo[3,2-a]carbazole",0.037,[eV],[0.037],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2019.105399,AutoTableParser,,,1,CC1=CC=CC=C1,
TAZ-PTZ,0.3,(eV),[0.3],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2019.06.041,AutoTableParser,,,1,CC1=CC=CC=C1,
TAZ-PXZ,0.08,(eV),[0.08],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2019.06.041,AutoTableParser,,,1,CC1=CC=CC=C1,
TAZ-DMAC,0.21,(eV),[0.21],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2019.06.041,AutoTableParser,,,1,CC1=CC=CC=C1,
TAZ-2PTZ,0.14,(eV),[0.14],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2019.06.041,AutoTableParser,,,1,CC1=CC=CC=C1,
TAZ-2PXZ,0.15,(eV),[0.15],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2019.06.041,AutoTableParser,,,1,CC1=CC=CC=C1,
TAZ-2DMAC,0.08,(eV),[0.08],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2019.06.041,AutoTableParser,,,1,CC1=CC=CC=C1,
AcCN,0.07,[eV],[0.07],ElectronVolt^(1.0),ΔESTf,10.1016/j.dyepig.2019.107775,STSplitTableParser,,,1,Film,
PxCN,0.02,[eV],[0.02],ElectronVolt^(1.0),ΔESTf,10.1016/j.dyepig.2019.107775,STSplitTableParser,,,1,Film,
AcCN,0.004,[eV],[0.004],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2019.107957,AutoTableParser,,,0,-,
PxCN,0.008,[eV],[0.008],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2019.107957,AutoTableParser,,,0,-,
Cz-ND,0.36,(eV),[0.36],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2020.108324,STSplitTableParser,,,0,-,
tBuCz-ND,0.34,(eV),[0.34],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2020.108324,AutoTableParser,,,0,-,
Cz-ND,0.18,eV,[0.18],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2020.108324,QuantityModelTemplateParser,,,1,Film,neat
tBuCz-ND,0.14,eV,[0.14],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2020.108324,QuantityModelTemplateParser,,,1,Film,neat
4-(10H-phenothiazin-10-yl)-2-(trifluoromethyl)benzonitrile,0.03,[eV],[0.03],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2019.108114,AutoTableParser,,,1,Film,
4-(10H-phenothiazin-10-yl)benzonitrile,0.085,[eV],[0.085],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2019.108114,AutoTableParser,,,1,Film,
4-(10H-phenothiazin-10-yl)benzonitrile,0.058,[eV],[0.058],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2019.108114,AutoTableParser,,,1,Film,
4-(10H-phenoxazin-10-yl)benzonitrile,0.105,[eV],[0.105],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2019.108114,AutoTableParser,,,1,Film,
TCTA,0.54,(eV),[0.54],ElectronVolt^(1.0),ΔEST,10.1016/j.molstruc.2019.06.003,AutoTableParser,,,1,Film,
TCNSFX,0.64,(eV),[0.64],ElectronVolt^(1.0),ΔEST,10.1016/j.molstruc.2019.06.003,AutoTableParser,,,1,Film,
1CzAcDBTO,0.02,[eV],[0.02],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2018.02.018,AutoTableParser,,,1,Film,neat
2CzAcDBTO,0.04,[eV],[0.04],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2018.02.018,AutoTableParser,,,1,Film,neat
MPPA-MCBP,0.18,eV,[0.18],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2017.08.045,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
IDAC-MCO,0.09,(eV),[0.09],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2018.03.024,AutoTableParser,,,1,Film,
IDAC-Trz,0.02,(eV),[0.02],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2018.03.024,AutoTableParser,,,1,Film,
BBPICT,0.16,eV,[0.09],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2018.02.017,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
pBFCz-26DPPM,0.27,(eV),[0.27],ElectronVolt^(1.0),ΔEst,10.1016/j.dyepig.2018.03.004,STSplitTableParser,,,1,CC1=CC=CO1,
pBTCz-26DPPM,0.34,(eV),[0.34],ElectronVolt^(1.0),ΔEst,10.1016/j.dyepig.2018.03.004,AutoTableParser,,,1,CC1=CC=CO1,
PXZ-DCPP,0.09,(eV),[0.09],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2018.04.045,AutoTableParser,,,1,CC1=CC=CC=C1,
PTZ-DCPP,0.18,(eV),[0.18],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2018.04.045,AutoTableParser,,,1,CC1=CC=CC=C1,
4CzCNPhPy,0.07,eV,[0.07],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2018.03.027,QuantityModelTemplateParser,,,1,Film,
4CzCNPy,0.04,eV,[0.04],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2018.03.027,QuantityModelTemplateParser,,,1,Film,
PTSOPO,0.09,(eV),[0.09],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2015.11.019,MultiQuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
PTSOPT,0.41,(eV),[0.41],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2015.11.019,MultiQuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
2CzPN,0.09,eV,[0.09],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2013.07.010,AutoTableParser,,,1,Film,
CyFbCz,0.09,eV,[0.09],ElectronVolt^(1.0),ΔEST,10.1016/j.tetlet.2016.03.097,AutoTableParser,,,1,CC1=CC=CC=C1,
DAB-DCNB,0.03,eV,[0.03],ElectronVolt^(1.0),ΔEST,10.1016/j.tetlet.2017.03.018,QuantityModelTemplateParser,,,0,-,
DAB-DCNB,0.04,[eV],[0.04],ElectronVolt^(1.0),ΔEST,10.1016/j.tetlet.2017.03.018,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
tris(2-methoxy-4-(9-phenyl-9H-fluoren-9-yl)phenyl)amine,0.51,eV,[0.51],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2017.01.023,QuantityModelTemplateParser,,,1,Solid,
tris(2-methoxy-4-(9-(4-methoxyphenyl)-9H-fluoren-9-yl)phenyl)amine,0.52,eV,[0.52],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2017.01.023,QuantityModelTemplateParser,,,1,Solid,
tris(3-methoxy-4-(9-phenyl-9H-fluoren-9-yl)phenyl)amine,0.6,eV,[0.60],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2017.01.023,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
tris(3-methoxy-4-(9-(4-methoxyphenyl)-9H-fluoren-9-yl)phenyl)amine,0.6,eV,[0.60],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2017.01.023,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
TPPOCz,0.22,eV,[0.22],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2017.06.029,AutoTableParser,,,1,Film,
DBSOCz,0.1,eV,[0.1],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2017.06.029,AutoTableParser,,,1,Film,
"9,9'-(sulfonylbis(4,1-phenylene))bis(9H-carbazole)",0.33,(eV),[0.33],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2017.01.036,AutoTableParser,,,1,CC1=CC=CC=C1,
"9,9''-(sulfonylbis(4,1-phenylene))bis(3',6'-di-tert-butyl-6-(3,6-di-tert-butyl-9H-carbazol-9-yl)-9H-3,9'-bicarbazole)",0.25,(eV),[0.25],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2017.01.036,AutoTableParser,,,1,CC1=CC=CC=C1,
"9'',9'''''''-(sulfonylbis(4,1-phenylene))bis(3,3'''',6,6''''-tetra-tert-butyl-6',6'''-bis(3,6-di-tert-butyl-9H-carbazol-9-yl)-9''H-9,3':9',3'':6'',9''':3''',9''''-quinquecarbazole)",0.17,(eV),[0.17],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2017.01.036,AutoTableParser,,,1,CC1=CC=CC=C1,
"4',4''',4'''''-(1,3,5-triazine-2,4,6-triyl)tris(N,N-bis(4-methoxyphenyl)-[1,1'-biphenyl]-4-amine)",0.31,[eV],[0.31],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2016.12.026,AutoTableParser,,,0,-,
"4',4''',4'''''-(1,3,5-triazine-2,4,6-triyl)tris(N,N-bis(4-((6-(9H-carbazol-9-yl)hexyl)oxy)phenyl)-[1,1'-biphenyl]-4-amine)",0.29,[eV],[0.29],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2016.12.026,AutoTableParser,,,0,-,
"4',4''',4'''''-(1,3,5-triazine-2,4,6-triyl)tris(N,N-bis(4-((6-(9'H-[9,3':6',9''-tercarbazol]-9'-yl)hexyl)oxy)phenyl)-[1,1'-biphenyl]-4-amine)",0.28,[eV],[0.28],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2016.12.026,AutoTableParser,,,0,-,
"4',4''',4'''''-(1,3,5-triazine-2,4,6-triyl)tris(N,N-bis(4-methoxyphenyl)-[1,1'-biphenyl]-4-amine)",0.18,eV,[0.18],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2016.12.026,AutoTableParser,,,1,CC1=CC=CC=C1,
"4',4''',4'''''-(1,3,5-triazine-2,4,6-triyl)tris(N,N-bis(4-((6-(9H-carbazol-9-yl)hexyl)oxy)phenyl)-[1,1'-biphenyl]-4-amine)",0.17,eV,[0.17],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2016.12.026,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
"4',4''',4'''''-(1,3,5-triazine-2,4,6-triyl)tris(N,N-bis(4-((6-(9'H-[9,3':6',9''-tercarbazol]-9'-yl)hexyl)oxy)phenyl)-[1,1'-biphenyl]-4-amine)",0.2,eV,[0.20],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2016.12.026,MultiQuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
BisCz-Trz,0.06,eV,[0.06],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2017.01.053,QuantityModelTemplateParser,,,1,C1CCCO1,
TrisCz-Trz,0.03,eV,[0.03],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2017.01.053,STSplitTableParser,,,1,C1CCCO1,
BisCz-Trz,0.06,eV,[0.06],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2017.01.053,STSplitTableParser,,,0,-,
TrisCz-Trz,0.04,eV,[0.04],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2017.01.053,STSplitTableParser,,,0,-,
2CzPN,0.09,eV,[0.09],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2016.05.043,AutoTableParser,,,1,Film,
DDTPAIPN,0.17,[eV],[0.17],ElectronVolt^(1.0),ΔESTg,10.1016/j.cej.2021.133249,AutoTableParser,,,1,CC1=CC=CC=C1,
MeODPACz-DPyM,0.03,(eV),[0.03],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2022.110385,AutoTableParser,,,1,Film,
tBuDPACz-DPyM,0.09,eV,[0.09],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2022.110385,QuantityModelTemplateParser,,,0,-,
MeODPACz-DPyM,0.06,(eV),[0.06],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2022.110385,AutoTableParser,,,0,-,
DAcIPN,0.016,eV,[0.016],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2018.09.002,QuantityModelTemplateParser,,,1,Film,
AcCzOX,0.26,(eV),[0.26],ElectronVolt^(1.0),ΔESTh,10.1016/j.optmat.2019.05.040,AutoTableParser,,,1,CC1=CC=CC=C1,
Tris-PCz,0.01,eV,[0.01],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2016.09.020,QuantityModelTemplateParser,,,1,Film,
CzPhDSO2,0.3,[eV],[0.3],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2016.12.037,AutoTableParser,,,0,-,
PhCzDSO2,0.28,[eV],[0.28],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2016.12.037,AutoTableParser,,,0,-,
TPADSO2,0.38,[eV],[0.38],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2016.12.037,AutoTableParser,,,0,-,
MOTPADSO2,0.21,[eV],[0.21],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2016.12.037,AutoTableParser,,,0,-,
